,Date,Fed Reference Rate,Hike Cycle,Cut Cycle
4228,4/25/1994,3.75,1994_1995,
4229,4/26/1994,3.75,1994_1995,
4230,4/27/1994,3.75,1994_1995,
4231,4/28/1994,3.75,1994_1995,
4232,4/29/1994,3.75,1994_1995,
4233,4/30/1994,3.75,1994_1995,
4234,5/1/1994,3.75,1994_1995,
4235,5/2/1994,3.75,1994_1995,
4236,5/3/1994,3.75,1994_1995,
4237,5/4/1994,3.75,1994_1995,
4238,5/5/1994,3.75,1994_1995,
4239,5/6/1994,3.75,1994_1995,
4240,5/7/1994,3.75,1994_1995,
4241,5/8/1994,3.75,1994_1995,
4242,5/9/1994,3.75,1994_1995,
4243,5/10/1994,3.75,1994_1995,
4244,5/11/1994,3.75,1994_1995,
4245,5/12/1994,3.75,1994_1995,
4246,5/13/1994,3.75,1994_1995,
4247,5/14/1994,3.75,1994_1995,
4248,5/15/1994,3.75,1994_1995,
4249,5/16/1994,3.75,1994_1995,
4250,5/17/1994,4.25,1994_1995,
4251,5/18/1994,4.25,1994_1995,
4252,5/19/1994,4.25,1994_1995,
4253,5/20/1994,4.25,1994_1995,
4254,5/21/1994,4.25,1994_1995,
4255,5/22/1994,4.25,1994_1995,
4256,5/23/1994,4.25,1994_1995,
4257,5/24/1994,4.25,1994_1995,
4258,5/25/1994,4.25,1994_1995,
4259,5/26/1994,4.25,1994_1995,
4260,5/27/1994,4.25,1994_1995,
4261,5/28/1994,4.25,1994_1995,
4262,5/29/1994,4.25,1994_1995,
4263,5/30/1994,4.25,1994_1995,
4264,5/31/1994,4.25,1994_1995,
4265,6/1/1994,4.25,1994_1995,
4266,6/2/1994,4.25,1994_1995,
4267,6/3/1994,4.25,1994_1995,
4268,6/4/1994,4.25,1994_1995,
4269,6/5/1994,4.25,1994_1995,
4270,6/6/1994,4.25,1994_1995,
4271,6/7/1994,4.25,1994_1995,
4272,6/8/1994,4.25,1994_1995,
4273,6/9/1994,4.25,1994_1995,
4274,6/10/1994,4.25,1994_1995,
4275,6/11/1994,4.25,1994_1995,
4276,6/12/1994,4.25,1994_1995,
4277,6/13/1994,4.25,1994_1995,
4278,6/14/1994,4.25,1994_1995,
4279,6/15/1994,4.25,1994_1995,
4280,6/16/1994,4.25,1994_1995,
4281,6/17/1994,4.25,1994_1995,
4282,6/18/1994,4.25,1994_1995,
4283,6/19/1994,4.25,1994_1995,
4284,6/20/1994,4.25,1994_1995,
4285,6/21/1994,4.25,1994_1995,
4286,6/22/1994,4.25,1994_1995,
4287,6/23/1994,4.25,1994_1995,
4288,6/24/1994,4.25,1994_1995,
4289,6/25/1994,4.25,1994_1995,
4290,6/26/1994,4.25,1994_1995,
4291,6/27/1994,4.25,1994_1995,
4292,6/28/1994,4.25,1994_1995,
4293,6/29/1994,4.25,1994_1995,
4294,6/30/1994,4.25,1994_1995,
4295,7/1/1994,4.25,1994_1995,
4296,7/2/1994,4.25,1994_1995,
4297,7/3/1994,4.25,1994_1995,
4298,7/4/1994,4.25,1994_1995,
4299,7/5/1994,4.25,1994_1995,
4300,7/6/1994,4.25,1994_1995,
4301,7/7/1994,4.25,1994_1995,
4302,7/8/1994,4.25,1994_1995,
4303,7/9/1994,4.25,1994_1995,
4304,7/10/1994,4.25,1994_1995,
4305,7/11/1994,4.25,1994_1995,
4306,7/12/1994,4.25,1994_1995,
4307,7/13/1994,4.25,1994_1995,
4308,7/14/1994,4.25,1994_1995,
4309,7/15/1994,4.25,1994_1995,
4310,7/16/1994,4.25,1994_1995,
4311,7/17/1994,4.25,1994_1995,
4312,7/18/1994,4.25,1994_1995,
4313,7/19/1994,4.25,1994_1995,
4314,7/20/1994,4.25,1994_1995,
4315,7/21/1994,4.25,1994_1995,
4316,7/22/1994,4.25,1994_1995,
4317,7/23/1994,4.25,1994_1995,
4318,7/24/1994,4.25,1994_1995,
4319,7/25/1994,4.25,1994_1995,
4320,7/26/1994,4.25,1994_1995,
4321,7/27/1994,4.25,1994_1995,
4322,7/28/1994,4.25,1994_1995,
4323,7/29/1994,4.25,1994_1995,
4324,7/30/1994,4.25,1994_1995,
4325,7/31/1994,4.25,1994_1995,
4326,8/1/1994,4.25,1994_1995,
4327,8/2/1994,4.25,1994_1995,
4328,8/3/1994,4.25,1994_1995,
4329,8/4/1994,4.25,1994_1995,
4330,8/5/1994,4.25,1994_1995,
4331,8/6/1994,4.25,1994_1995,
4332,8/7/1994,4.25,1994_1995,
4333,8/8/1994,4.25,1994_1995,
4334,8/9/1994,4.25,1994_1995,
4335,8/10/1994,4.25,1994_1995,
4336,8/11/1994,4.25,1994_1995,
4337,8/12/1994,4.25,1994_1995,
4338,8/13/1994,4.25,1994_1995,
4339,8/14/1994,4.25,1994_1995,
4340,8/15/1994,4.25,1994_1995,
4341,8/16/1994,4.75,1994_1995,
4342,8/17/1994,4.75,1994_1995,
4343,8/18/1994,4.75,1994_1995,
4344,8/19/1994,4.75,1994_1995,
4345,8/20/1994,4.75,1994_1995,
4346,8/21/1994,4.75,1994_1995,
4347,8/22/1994,4.75,1994_1995,
4348,8/23/1994,4.75,1994_1995,
4349,8/24/1994,4.75,1994_1995,
4350,8/25/1994,4.75,1994_1995,
4351,8/26/1994,4.75,1994_1995,
4352,8/27/1994,4.75,1994_1995,
4353,8/28/1994,4.75,1994_1995,
4354,8/29/1994,4.75,1994_1995,
4355,8/30/1994,4.75,1994_1995,
4356,8/31/1994,4.75,1994_1995,
4357,9/1/1994,4.75,1994_1995,
4358,9/2/1994,4.75,1994_1995,
4359,9/3/1994,4.75,1994_1995,
4360,9/4/1994,4.75,1994_1995,
4361,9/5/1994,4.75,1994_1995,
4362,9/6/1994,4.75,1994_1995,
4363,9/7/1994,4.75,1994_1995,
4364,9/8/1994,4.75,1994_1995,
4365,9/9/1994,4.75,1994_1995,
4366,9/10/1994,4.75,1994_1995,
4367,9/11/1994,4.75,1994_1995,
4368,9/12/1994,4.75,1994_1995,
4369,9/13/1994,4.75,1994_1995,
4370,9/14/1994,4.75,1994_1995,
4371,9/15/1994,4.75,1994_1995,
4372,9/16/1994,4.75,1994_1995,
4373,9/17/1994,4.75,1994_1995,
4374,9/18/1994,4.75,1994_1995,
4375,9/19/1994,4.75,1994_1995,
4376,9/20/1994,4.75,1994_1995,
4377,9/21/1994,4.75,1994_1995,
4378,9/22/1994,4.75,1994_1995,
4379,9/23/1994,4.75,1994_1995,
4380,9/24/1994,4.75,1994_1995,
4381,9/25/1994,4.75,1994_1995,
4382,9/26/1994,4.75,1994_1995,
4383,9/27/1994,4.75,1994_1995,
4384,9/28/1994,4.75,1994_1995,
4385,9/29/1994,4.75,1994_1995,
4386,9/30/1994,4.75,1994_1995,
4387,10/1/1994,4.75,1994_1995,
4388,10/2/1994,4.75,1994_1995,
4389,10/3/1994,4.75,1994_1995,
4390,10/4/1994,4.75,1994_1995,
4391,10/5/1994,4.75,1994_1995,
4392,10/6/1994,4.75,1994_1995,
4393,10/7/1994,4.75,1994_1995,
4394,10/8/1994,4.75,1994_1995,
4395,10/9/1994,4.75,1994_1995,
4396,10/10/1994,4.75,1994_1995,
4397,10/11/1994,4.75,1994_1995,
4398,10/12/1994,4.75,1994_1995,
4399,10/13/1994,4.75,1994_1995,
4400,10/14/1994,4.75,1994_1995,
4401,10/15/1994,4.75,1994_1995,
4402,10/16/1994,4.75,1994_1995,
4403,10/17/1994,4.75,1994_1995,
4404,10/18/1994,4.75,1994_1995,
4405,10/19/1994,4.75,1994_1995,
4406,10/20/1994,4.75,1994_1995,
4407,10/21/1994,4.75,1994_1995,
4408,10/22/1994,4.75,1994_1995,
4409,10/23/1994,4.75,1994_1995,
4410,10/24/1994,4.75,1994_1995,
4411,10/25/1994,4.75,1994_1995,
4412,10/26/1994,4.75,1994_1995,
4413,10/27/1994,4.75,1994_1995,
4414,10/28/1994,4.75,1994_1995,
4415,10/29/1994,4.75,1994_1995,
4416,10/30/1994,4.75,1994_1995,
4417,10/31/1994,4.75,1994_1995,
4418,11/1/1994,4.75,1994_1995,
4419,11/2/1994,4.75,1994_1995,
4420,11/3/1994,4.75,1994_1995,
4421,11/4/1994,4.75,1994_1995,
4422,11/5/1994,4.75,1994_1995,
4423,11/6/1994,4.75,1994_1995,
4424,11/7/1994,4.75,1994_1995,
4425,11/8/1994,4.75,1994_1995,
4426,11/9/1994,4.75,1994_1995,
4427,11/10/1994,4.75,1994_1995,
4428,11/11/1994,4.75,1994_1995,
4429,11/12/1994,4.75,1994_1995,
4430,11/13/1994,4.75,1994_1995,
4431,11/14/1994,4.75,1994_1995,
4432,11/15/1994,5.5,1994_1995,
4433,11/16/1994,5.5,1994_1995,
4434,11/17/1994,5.5,1994_1995,
4435,11/18/1994,5.5,1994_1995,
4436,11/19/1994,5.5,1994_1995,
4437,11/20/1994,5.5,1994_1995,
4438,11/21/1994,5.5,1994_1995,
4439,11/22/1994,5.5,1994_1995,
4440,11/23/1994,5.5,1994_1995,
4441,11/24/1994,5.5,1994_1995,
4442,11/25/1994,5.5,1994_1995,
4443,11/26/1994,5.5,1994_1995,
4444,11/27/1994,5.5,1994_1995,
4445,11/28/1994,5.5,1994_1995,
4446,11/29/1994,5.5,1994_1995,
4447,11/30/1994,5.5,1994_1995,
4448,12/1/1994,5.5,1994_1995,
4449,12/2/1994,5.5,1994_1995,
4450,12/3/1994,5.5,1994_1995,
4451,12/4/1994,5.5,1994_1995,
4452,12/5/1994,5.5,1994_1995,
4453,12/6/1994,5.5,1994_1995,
4454,12/7/1994,5.5,1994_1995,
4455,12/8/1994,5.5,1994_1995,
4456,12/9/1994,5.5,1994_1995,
4457,12/10/1994,5.5,1994_1995,
4458,12/11/1994,5.5,1994_1995,
4459,12/12/1994,5.5,1994_1995,
4460,12/13/1994,5.5,1994_1995,
4461,12/14/1994,5.5,1994_1995,
4462,12/15/1994,5.5,1994_1995,
4463,12/16/1994,5.5,1994_1995,
4464,12/17/1994,5.5,1994_1995,
4465,12/18/1994,5.5,1994_1995,
4466,12/19/1994,5.5,1994_1995,
4467,12/20/1994,5.5,1994_1995,
4468,12/21/1994,5.5,1994_1995,
4469,12/22/1994,5.5,1994_1995,
4470,12/23/1994,5.5,1994_1995,
4471,12/24/1994,5.5,1994_1995,
4472,12/25/1994,5.5,1994_1995,
4473,12/26/1994,5.5,1994_1995,
4474,12/27/1994,5.5,1994_1995,
4475,12/28/1994,5.5,1994_1995,
4476,12/29/1994,5.5,1994_1995,
4477,12/30/1994,5.5,1994_1995,
4478,12/31/1994,5.5,1994_1995,
4479,1/1/1995,5.5,1994_1995,
4480,1/2/1995,5.5,1994_1995,
4481,1/3/1995,5.5,1994_1995,
4482,1/4/1995,5.5,1994_1995,
4483,1/5/1995,5.5,1994_1995,
4484,1/6/1995,5.5,1994_1995,
4485,1/7/1995,5.5,1994_1995,
4486,1/8/1995,5.5,1994_1995,
4487,1/9/1995,5.5,1994_1995,
4488,1/10/1995,5.5,1994_1995,
4489,1/11/1995,5.5,1994_1995,
4490,1/12/1995,5.5,1994_1995,
4491,1/13/1995,5.5,1994_1995,
4492,1/14/1995,5.5,1994_1995,
4493,1/15/1995,5.5,1994_1995,
4494,1/16/1995,5.5,1994_1995,
4495,1/17/1995,5.5,1994_1995,
4496,1/18/1995,5.5,1994_1995,
4497,1/19/1995,5.5,1994_1995,
4498,1/20/1995,5.5,1994_1995,
4499,1/21/1995,5.5,1994_1995,
4500,1/22/1995,5.5,1994_1995,
4501,1/23/1995,5.5,1994_1995,
4502,1/24/1995,5.5,1994_1995,
4503,1/25/1995,5.5,1994_1995,
4504,1/26/1995,5.5,1994_1995,
4505,1/27/1995,5.5,1994_1995,
4506,1/28/1995,5.5,1994_1995,
4507,1/29/1995,5.5,1994_1995,
4508,1/30/1995,5.5,1994_1995,
4509,1/31/1995,5.5,1994_1995,
4510,2/1/1995,6,1994_1995,
4511,2/2/1995,6,1994_1995,
4512,2/3/1995,6,1994_1995,
4513,2/4/1995,6,1994_1995,
4514,2/5/1995,6,1994_1995,
4515,2/6/1995,6,1994_1995,
4516,2/7/1995,6,1994_1995,
4517,2/8/1995,6,1994_1995,
4518,2/9/1995,6,1994_1995,
4519,2/10/1995,6,1994_1995,
4520,2/11/1995,6,1994_1995,
4521,2/12/1995,6,1994_1995,
4522,2/13/1995,6,1994_1995,
4523,2/14/1995,6,1994_1995,
4524,2/15/1995,6,1994_1995,
4525,2/16/1995,6,1994_1995,
4526,2/17/1995,6,1994_1995,
4527,2/18/1995,6,1994_1995,
4528,2/19/1995,6,1994_1995,
4529,2/20/1995,6,1994_1995,
4530,2/21/1995,6,1994_1995,
4531,2/22/1995,6,1994_1995,
4532,2/23/1995,6,1994_1995,
4533,2/24/1995,6,1994_1995,
4534,2/25/1995,6,1994_1995,
4535,2/26/1995,6,1994_1995,
4536,2/27/1995,6,1994_1995,
4537,2/28/1995,6,1994_1995,
4538,3/1/1995,6,1994_1995,
4539,3/2/1995,6,1994_1995,
4540,3/3/1995,6,1994_1995,
4541,3/4/1995,6,1994_1995,
4542,3/5/1995,6,1994_1995,
4543,3/6/1995,6,1994_1995,
4544,3/7/1995,6,1994_1995,
4545,3/8/1995,6,1994_1995,
4546,3/9/1995,6,1994_1995,
4547,3/10/1995,6,1994_1995,
4548,3/11/1995,6,1994_1995,
4549,3/12/1995,6,1994_1995,
4550,3/13/1995,6,1994_1995,
4551,3/14/1995,6,1994_1995,
4552,3/15/1995,6,1994_1995,
4553,3/16/1995,6,1994_1995,
4554,3/17/1995,6,1994_1995,
4555,3/18/1995,6,1994_1995,
4556,3/19/1995,6,1994_1995,
4557,3/20/1995,6,1994_1995,
4558,3/21/1995,6,1994_1995,
4559,3/22/1995,6,1994_1995,
4560,3/23/1995,6,1994_1995,
4561,3/24/1995,6,1994_1995,
4562,3/25/1995,6,1994_1995,
4563,3/26/1995,6,1994_1995,
4564,3/27/1995,6,1994_1995,
4565,3/28/1995,6,1994_1995,
4566,3/29/1995,6,1994_1995,
4567,3/30/1995,6,1994_1995,
4568,3/31/1995,6,1994_1995,
4569,4/1/1995,6,1994_1995,
4570,4/2/1995,6,1994_1995,
4571,4/3/1995,6,1994_1995,
4572,4/4/1995,6,1994_1995,
4573,4/5/1995,6,1994_1995,
4574,4/6/1995,6,1994_1995,
4575,4/7/1995,6,1994_1995,
4576,4/8/1995,6,1994_1995,
4577,4/9/1995,6,1994_1995,
4578,4/10/1995,6,1994_1995,
4579,4/11/1995,6,1994_1995,
4580,4/12/1995,6,1994_1995,
4581,4/13/1995,6,1994_1995,
4582,4/14/1995,6,1994_1995,
4583,4/15/1995,6,1994_1995,
4584,4/16/1995,6,1994_1995,
4585,4/17/1995,6,1994_1995,
4586,4/18/1995,6,1994_1995,
4587,4/19/1995,6,1994_1995,
4588,4/20/1995,6,1994_1995,
4589,4/21/1995,6,1994_1995,
4590,4/22/1995,6,1994_1995,
4591,4/23/1995,6,1994_1995,
4592,4/24/1995,6,1994_1995,
4593,4/25/1995,6,1994_1995,
4594,4/26/1995,6,1994_1995,
4595,4/27/1995,6,1994_1995,
4596,4/28/1995,6,1994_1995,
4597,4/29/1995,6,1994_1995,
4598,4/30/1995,6,1994_1995,
4599,5/1/1995,6,1994_1995,
4600,5/2/1995,6,1994_1995,
4601,5/3/1995,6,1994_1995,
4602,5/4/1995,6,1994_1995,
4603,5/5/1995,6,1994_1995,
4604,5/6/1995,6,1994_1995,
4605,5/7/1995,6,1994_1995,
4606,5/8/1995,6,1994_1995,
4607,5/9/1995,6,1994_1995,
4608,5/10/1995,6,1994_1995,
4609,5/11/1995,6,1994_1995,
4610,5/12/1995,6,1994_1995,
4611,5/13/1995,6,1994_1995,
4612,5/14/1995,6,1994_1995,
4613,5/15/1995,6,1994_1995,
4614,5/16/1995,6,1994_1995,
4615,5/17/1995,6,1994_1995,
4616,5/18/1995,6,1994_1995,
4617,5/19/1995,6,1994_1995,
4618,5/20/1995,6,1994_1995,
4619,5/21/1995,6,1994_1995,
4620,5/22/1995,6,1994_1995,
4621,5/23/1995,6,1994_1995,
4622,5/24/1995,6,1994_1995,
4623,5/25/1995,6,1994_1995,
4624,5/26/1995,6,1994_1995,
4625,5/27/1995,6,1994_1995,
4626,5/28/1995,6,1994_1995,
4627,5/29/1995,6,1994_1995,
4628,5/30/1995,6,1994_1995,
4629,5/31/1995,6,1994_1995,
4630,6/1/1995,6,1994_1995,
4631,6/2/1995,6,1994_1995,
4632,6/3/1995,6,1994_1995,
4633,6/4/1995,6,1994_1995,
4634,6/5/1995,6,1994_1995,
4635,6/6/1995,6,1994_1995,
4636,6/7/1995,6,1994_1995,
4637,6/8/1995,6,1994_1995,
4638,6/9/1995,6,1994_1995,
4639,6/10/1995,6,1994_1995,
4640,6/11/1995,6,1994_1995,
4641,6/12/1995,6,1994_1995,
4642,6/13/1995,6,1994_1995,
4643,6/14/1995,6,1994_1995,
4644,6/15/1995,6,1994_1995,
4645,6/16/1995,6,1994_1995,
4646,6/17/1995,6,1994_1995,
4647,6/18/1995,6,1994_1995,
4648,6/19/1995,6,1994_1995,
4649,6/20/1995,6,1994_1995,
4650,6/21/1995,6,1994_1995,
4651,6/22/1995,6,1994_1995,
4652,6/23/1995,6,1994_1995,
4653,6/24/1995,6,1994_1995,
4654,6/25/1995,6,1994_1995,
4655,6/26/1995,6,1994_1995,
4656,6/27/1995,6,1994_1995,
4657,6/28/1995,6,1994_1995,
4658,6/29/1995,6,1994_1995,
4659,6/30/1995,6,1994_1995,
4660,7/1/1995,6,1994_1995,
4661,7/2/1995,6,1994_1995,
4662,7/3/1995,6,1994_1995,
4663,7/4/1995,6,1994_1995,
4664,7/5/1995,6,,1995_1999
4665,7/6/1995,5.75,,1995_1999
4666,7/7/1995,5.75,,1995_1999
4667,7/8/1995,5.75,,1995_1999
4668,7/9/1995,5.75,,1995_1999
4669,7/10/1995,5.75,,1995_1999
4670,7/11/1995,5.75,,1995_1999
4671,7/12/1995,5.75,,1995_1999
4672,7/13/1995,5.75,,1995_1999
4673,7/14/1995,5.75,,1995_1999
4674,7/15/1995,5.75,,1995_1999
4675,7/16/1995,5.75,,1995_1999
4676,7/17/1995,5.75,,1995_1999
4677,7/18/1995,5.75,,1995_1999
4678,7/19/1995,5.75,,1995_1999
4679,7/20/1995,5.75,,1995_1999
4680,7/21/1995,5.75,,1995_1999
4681,7/22/1995,5.75,,1995_1999
4682,7/23/1995,5.75,,1995_1999
4683,7/24/1995,5.75,,1995_1999
4684,7/25/1995,5.75,,1995_1999
4685,7/26/1995,5.75,,1995_1999
4686,7/27/1995,5.75,,1995_1999
4687,7/28/1995,5.75,,1995_1999
4688,7/29/1995,5.75,,1995_1999
4689,7/30/1995,5.75,,1995_1999
4690,7/31/1995,5.75,,1995_1999
4691,8/1/1995,5.75,,1995_1999
4692,8/2/1995,5.75,,1995_1999
4693,8/3/1995,5.75,,1995_1999
4694,8/4/1995,5.75,,1995_1999
4695,8/5/1995,5.75,,1995_1999
4696,8/6/1995,5.75,,1995_1999
4697,8/7/1995,5.75,,1995_1999
4698,8/8/1995,5.75,,1995_1999
4699,8/9/1995,5.75,,1995_1999
4700,8/10/1995,5.75,,1995_1999
4701,8/11/1995,5.75,,1995_1999
4702,8/12/1995,5.75,,1995_1999
4703,8/13/1995,5.75,,1995_1999
4704,8/14/1995,5.75,,1995_1999
4705,8/15/1995,5.75,,1995_1999
4706,8/16/1995,5.75,,1995_1999
4707,8/17/1995,5.75,,1995_1999
4708,8/18/1995,5.75,,1995_1999
4709,8/19/1995,5.75,,1995_1999
4710,8/20/1995,5.75,,1995_1999
4711,8/21/1995,5.75,,1995_1999
4712,8/22/1995,5.75,,1995_1999
4713,8/23/1995,5.75,,1995_1999
4714,8/24/1995,5.75,,1995_1999
4715,8/25/1995,5.75,,1995_1999
4716,8/26/1995,5.75,,1995_1999
4717,8/27/1995,5.75,,1995_1999
4718,8/28/1995,5.75,,1995_1999
4719,8/29/1995,5.75,,1995_1999
4720,8/30/1995,5.75,,1995_1999
4721,8/31/1995,5.75,,1995_1999
4722,9/1/1995,5.75,,1995_1999
4723,9/2/1995,5.75,,1995_1999
4724,9/3/1995,5.75,,1995_1999
4725,9/4/1995,5.75,,1995_1999
4726,9/5/1995,5.75,,1995_1999
4727,9/6/1995,5.75,,1995_1999
4728,9/7/1995,5.75,,1995_1999
4729,9/8/1995,5.75,,1995_1999
4730,9/9/1995,5.75,,1995_1999
4731,9/10/1995,5.75,,1995_1999
4732,9/11/1995,5.75,,1995_1999
4733,9/12/1995,5.75,,1995_1999
4734,9/13/1995,5.75,,1995_1999
4735,9/14/1995,5.75,,1995_1999
4736,9/15/1995,5.75,,1995_1999
4737,9/16/1995,5.75,,1995_1999
4738,9/17/1995,5.75,,1995_1999
4739,9/18/1995,5.75,,1995_1999
4740,9/19/1995,5.75,,1995_1999
4741,9/20/1995,5.75,,1995_1999
4742,9/21/1995,5.75,,1995_1999
4743,9/22/1995,5.75,,1995_1999
4744,9/23/1995,5.75,,1995_1999
4745,9/24/1995,5.75,,1995_1999
4746,9/25/1995,5.75,,1995_1999
4747,9/26/1995,5.75,,1995_1999
4748,9/27/1995,5.75,,1995_1999
4749,9/28/1995,5.75,,1995_1999
4750,9/29/1995,5.75,,1995_1999
4751,9/30/1995,5.75,,1995_1999
4752,10/1/1995,5.75,,1995_1999
4753,10/2/1995,5.75,,1995_1999
4754,10/3/1995,5.75,,1995_1999
4755,10/4/1995,5.75,,1995_1999
4756,10/5/1995,5.75,,1995_1999
4757,10/6/1995,5.75,,1995_1999
4758,10/7/1995,5.75,,1995_1999
4759,10/8/1995,5.75,,1995_1999
4760,10/9/1995,5.75,,1995_1999
4761,10/10/1995,5.75,,1995_1999
4762,10/11/1995,5.75,,1995_1999
4763,10/12/1995,5.75,,1995_1999
4764,10/13/1995,5.75,,1995_1999
4765,10/14/1995,5.75,,1995_1999
4766,10/15/1995,5.75,,1995_1999
4767,10/16/1995,5.75,,1995_1999
4768,10/17/1995,5.75,,1995_1999
4769,10/18/1995,5.75,,1995_1999
4770,10/19/1995,5.75,,1995_1999
4771,10/20/1995,5.75,,1995_1999
4772,10/21/1995,5.75,,1995_1999
4773,10/22/1995,5.75,,1995_1999
4774,10/23/1995,5.75,,1995_1999
4775,10/24/1995,5.75,,1995_1999
4776,10/25/1995,5.75,,1995_1999
4777,10/26/1995,5.75,,1995_1999
4778,10/27/1995,5.75,,1995_1999
4779,10/28/1995,5.75,,1995_1999
4780,10/29/1995,5.75,,1995_1999
4781,10/30/1995,5.75,,1995_1999
4782,10/31/1995,5.75,,1995_1999
4783,11/1/1995,5.75,,1995_1999
4784,11/2/1995,5.75,,1995_1999
4785,11/3/1995,5.75,,1995_1999
4786,11/4/1995,5.75,,1995_1999
4787,11/5/1995,5.75,,1995_1999
4788,11/6/1995,5.75,,1995_1999
4789,11/7/1995,5.75,,1995_1999
4790,11/8/1995,5.75,,1995_1999
4791,11/9/1995,5.75,,1995_1999
4792,11/10/1995,5.75,,1995_1999
4793,11/11/1995,5.75,,1995_1999
4794,11/12/1995,5.75,,1995_1999
4795,11/13/1995,5.75,,1995_1999
4796,11/14/1995,5.75,,1995_1999
4797,11/15/1995,5.75,,1995_1999
4798,11/16/1995,5.75,,1995_1999
4799,11/17/1995,5.75,,1995_1999
4800,11/18/1995,5.75,,1995_1999
4801,11/19/1995,5.75,,1995_1999
4802,11/20/1995,5.75,,1995_1999
4803,11/21/1995,5.75,,1995_1999
4804,11/22/1995,5.75,,1995_1999
4805,11/23/1995,5.75,,1995_1999
4806,11/24/1995,5.75,,1995_1999
4807,11/25/1995,5.75,,1995_1999
4808,11/26/1995,5.75,,1995_1999
4809,11/27/1995,5.75,,1995_1999
4810,11/28/1995,5.75,,1995_1999
4811,11/29/1995,5.75,,1995_1999
4812,11/30/1995,5.75,,1995_1999
4813,12/1/1995,5.75,,1995_1999
4814,12/2/1995,5.75,,1995_1999
4815,12/3/1995,5.75,,1995_1999
4816,12/4/1995,5.75,,1995_1999
4817,12/5/1995,5.75,,1995_1999
4818,12/6/1995,5.75,,1995_1999
4819,12/7/1995,5.75,,1995_1999
4820,12/8/1995,5.75,,1995_1999
4821,12/9/1995,5.75,,1995_1999
4822,12/10/1995,5.75,,1995_1999
4823,12/11/1995,5.75,,1995_1999
4824,12/12/1995,5.75,,1995_1999
4825,12/13/1995,5.75,,1995_1999
4826,12/14/1995,5.75,,1995_1999
4827,12/15/1995,5.75,,1995_1999
4828,12/16/1995,5.75,,1995_1999
4829,12/17/1995,5.75,,1995_1999
4830,12/18/1995,5.75,,1995_1999
4831,12/19/1995,5.5,,1995_1999
4832,12/20/1995,5.5,,1995_1999
4833,12/21/1995,5.5,,1995_1999
4834,12/22/1995,5.5,,1995_1999
4835,12/23/1995,5.5,,1995_1999
4836,12/24/1995,5.5,,1995_1999
4837,12/25/1995,5.5,,1995_1999
4838,12/26/1995,5.5,,1995_1999
4839,12/27/1995,5.5,,1995_1999
4840,12/28/1995,5.5,,1995_1999
4841,12/29/1995,5.5,,1995_1999
4842,12/30/1995,5.5,,1995_1999
4843,12/31/1995,5.5,,1995_1999
4844,1/1/1996,5.5,,1995_1999
4845,1/2/1996,5.5,,1995_1999
4846,1/3/1996,5.5,,1995_1999
4847,1/4/1996,5.5,,1995_1999
4848,1/5/1996,5.5,,1995_1999
4849,1/6/1996,5.5,,1995_1999
4850,1/7/1996,5.5,,1995_1999
4851,1/8/1996,5.5,,1995_1999
4852,1/9/1996,5.5,,1995_1999
4853,1/10/1996,5.5,,1995_1999
4854,1/11/1996,5.5,,1995_1999
4855,1/12/1996,5.5,,1995_1999
4856,1/13/1996,5.5,,1995_1999
4857,1/14/1996,5.5,,1995_1999
4858,1/15/1996,5.5,,1995_1999
4859,1/16/1996,5.5,,1995_1999
4860,1/17/1996,5.5,,1995_1999
4861,1/18/1996,5.5,,1995_1999
4862,1/19/1996,5.5,,1995_1999
4863,1/20/1996,5.5,,1995_1999
4864,1/21/1996,5.5,,1995_1999
4865,1/22/1996,5.5,,1995_1999
4866,1/23/1996,5.5,,1995_1999
4867,1/24/1996,5.5,,1995_1999
4868,1/25/1996,5.5,,1995_1999
4869,1/26/1996,5.5,,1995_1999
4870,1/27/1996,5.5,,1995_1999
4871,1/28/1996,5.5,,1995_1999
4872,1/29/1996,5.5,,1995_1999
4873,1/30/1996,5.5,,1995_1999
4874,1/31/1996,5.25,,1995_1999
4875,2/1/1996,5.25,,1995_1999
4876,2/2/1996,5.25,,1995_1999
4877,2/3/1996,5.25,,1995_1999
4878,2/4/1996,5.25,,1995_1999
4879,2/5/1996,5.25,,1995_1999
4880,2/6/1996,5.25,,1995_1999
4881,2/7/1996,5.25,,1995_1999
4882,2/8/1996,5.25,,1995_1999
4883,2/9/1996,5.25,,1995_1999
4884,2/10/1996,5.25,,1995_1999
4885,2/11/1996,5.25,,1995_1999
4886,2/12/1996,5.25,,1995_1999
4887,2/13/1996,5.25,,1995_1999
4888,2/14/1996,5.25,,1995_1999
4889,2/15/1996,5.25,,1995_1999
4890,2/16/1996,5.25,,1995_1999
4891,2/17/1996,5.25,,1995_1999
4892,2/18/1996,5.25,,1995_1999
4893,2/19/1996,5.25,,1995_1999
4894,2/20/1996,5.25,,1995_1999
4895,2/21/1996,5.25,,1995_1999
4896,2/22/1996,5.25,,1995_1999
4897,2/23/1996,5.25,,1995_1999
4898,2/24/1996,5.25,,1995_1999
4899,2/25/1996,5.25,,1995_1999
4900,2/26/1996,5.25,,1995_1999
4901,2/27/1996,5.25,,1995_1999
4902,2/28/1996,5.25,,1995_1999
4903,2/29/1996,5.25,,1995_1999
4904,3/1/1996,5.25,,1995_1999
4905,3/2/1996,5.25,,1995_1999
4906,3/3/1996,5.25,,1995_1999
4907,3/4/1996,5.25,,1995_1999
